Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_22_4b	Bo_23_4b	Bo_20_4b	Bo_21_4b	Bo_14_5b	Bo_15_5b	Bo_22_5b	Bo_23_5b	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19
Enpp3	-1.01462259215374	0.146540055563025	-0.987725259494962	-1.14285003504686	-0.291274960880059	-0.0588662895500309	0.416420075131036	-0.411523323104735	-0.419050730914129	-0.625100156209399	-0.996086309954689	-0.456211784886889	1.63913141250651	2.05841448580252	0.717852287779196	1.4249531254132
Fzd5	0.0650086569415487	-0.184727930199086	0.478919180621339	0.152969706046215	-0.643687158817634	-0.675825281369236	0.0433401939846391	-0.794631293056812	-1.03721052353081	-1.01993073998413	-1.11930299774949	-1.08493270604554	1.66505132507505	1.2010068138232	1.67795105092744	1.2760017033333
Nusap1	-0.315155267433113	-0.087696239486469	0.307775335948948	-0.299393299972313	-0.629542438243288	-0.511393305915496	-0.750767513944791	-0.63141714450568	-0.87803308402402	-0.731724180652345	-0.260105415612285	-0.903410053894259	2.28620146638169	2.23264051352505	0.580797502757651	0.591223125070717
Rrm2	-0.512585890481767	-0.743541553381936	0.692606351496456	-0.604706601408141	-0.297283551148885	-0.389608140779897	-1.0150853892211	0.0588885846697623	-0.484695099413077	-0.730352554267783	-1.01225162604046	-0.42855078966662	2.48455748035656	1.7892456266111	0.566244049314873	0.627119103360917
C1qtnf9	-0.218486712079249	-0.0718702280756108	0.00128752832600898	-0.339240758142093	-0.126004664827464	-0.316443277450993	0.0593502188410327	-0.253395025866167	-1.12714743593119	-0.969619208438719	-1.23724160843835	-1.2812294037783	1.56430206702957	0.806292238592362	1.68375046783536	1.8256958024038
Vim	-1.06437091720972	-0.562318588265396	-0.822581621905646	-1.05382475325499	0.231077553917746	0.482701045659201	-0.157835746586374	0.406353574496629	-0.59813870168759	-0.624454636644208	-0.873450379266309	-0.67480095411114	2.36615765514416	1.69366728727284	0.438065532655644	0.813753649785148
Smoc2	-1.01439602177366	-0.379426217857199	-1.07154709526024	-0.857853635099187	-0.24535476203954	-0.183365766436932	1.05335443380653	-0.506955730894676	-0.706403335903128	-0.221856393632816	-0.435315596395156	-1.04437348804676	2.15283200230466	1.27381776247924	1.04028590091934	1.14655794382953
AABR07068304.1	-0.491135835269552	0.698419144746212	-0.306687902057728	-0.431634627253363	-0.662752060537819	-0.625964307903204	0.31996367316488	-0.900210327239215	-0.670851306812382	-0.32235127703739	-1.01324426880935	-1.044080980431	2.52562357128328	1.40779412157909	0.578821931849316	0.938290450728229
Ankub1	-0.454390664205369	-0.296025123885019	-0.820705093827547	-0.54131135080676	-0.0900679803402803	-0.178734056264311	0.337529683258061	-0.17795276907456	-0.610889209155297	-0.586139737942403	-1.20141843242244	-0.803431845043081	0.814065411905891	0.334317990571714	2.78374958634297	1.49140359088844
Cdc20	-0.793988260716377	-0.195148090465561	0.328305264626804	-0.780483063273506	-0.617833103597979	-0.507190663789614	-0.390359059874381	-0.620130097164679	-0.514812757623372	-0.592315807934956	-0.611554795854045	-0.446468589666705	2.42125141284222	2.17393000602623	0.531841930159507	0.614955676306414
Mapk15	-0.260450443427596	0.649767389153908	-0.511048513274397	-0.241805267640884	-0.414372401146905	-0.492584707924914	-0.190103305884576	-0.529146299121583	-0.611722272176235	-0.690858054907971	-1.38558395671378	-0.831171465755617	2.54386403882104	1.23399964318841	1.36815992600014	0.363055690810971
Fam161a	-1.02796249125448	-0.917201175437109	-1.43524841384082	-0.945921691868664	-0.0381636975663547	0.0195686697362192	-0.0387103174644391	-0.0412396248603811	-0.482821325295155	-0.319345300205849	0.0325089643901652	-0.52348275482933	2.15862569355881	1.20399324906213	1.74729736492787	0.608102850947397
Lhb	-0.347432200184098	-0.514113536702322	-0.704876810240824	-0.0684484894194455	-0.187664623927947	-0.418736876241706	-0.986635514248451	0.0377194883621286	-0.425277823315708	-0.392296873904432	-0.868440052932555	-0.681858615652809	2.74090553477071	0.921613278295334	1.727405204352	0.168137910990122
Mcm10	-0.280854890217004	-0.19386688216784	-0.369049161961388	-0.26967977553976	-0.627592543816985	-0.733692012562955	-0.523036187315899	-0.733354565487216	-0.528559246678737	-0.188591841233632	0.00690364533988674	-0.651868832861671	2.79529162373835	2.08679944050763	0.0904499420089823	0.120701288248229
Fam110d	-0.118693289637079	-0.090908817505107	0.00313081780043325	-0.103389512888331	-0.122029947846898	-0.247854676820567	-0.491337840178021	-0.0629130710266833	-1.04833642835243	-1.097564265819	-1.1657139752971	-1.06285600226604	0.548648593970609	0.896164422625215	2.28296419069337	1.88068980254763
Fbxl13	0.0685615209619155	0.485468242445271	-0.569188394823462	0.191612994434241	-0.563562767508495	-0.65285599936899	-0.477976701895175	-0.566097735860609	-0.916664475646701	-0.535401810562396	-0.902333744079824	-1.28337562323871	2.23895377974314	0.962272729721591	1.7088605126489	0.811727473029309
Thbs4	-0.461388325576508	-0.741635321534233	-0.578110780699929	-0.454427873481121	-0.429339977506629	-0.430811084918953	0.0402593019025922	-0.665029970856337	-0.550852604150827	-0.297696222969287	0.281518184670088	-0.566261427787684	3.3392612475789	0.753609869404101	0.583573855694994	0.177331130230828
Cfap77	-0.604079387475543	-0.629568802765162	-1.09521048152338	-0.424396735212416	-0.280702987060961	-0.209971728387416	0.159783854328829	-0.356018033886379	-0.289278530464352	-0.259186039992946	-0.644426445998851	-0.464171580464215	3.01743816528685	1.22552137992154	1.07159017367002	-0.217322819975608
RT1-Bb	-0.99543620489604	-0.299745569103878	-0.25633698877961	-0.99543620489604	-0.0586141096290235	-0.0605692754738057	-0.683248205437292	-0.060066466693989	-0.375174988619659	-0.360131987435677	-0.99543620489604	-0.693497195938354	1.72956506464045	1.87200834487549	0.206157853331686	2.02596213895178
Ppp1r17	-0.676833248514559	-0.547079049402125	-0.521332939326826	-0.673906998464698	0.151578258840221	0.0260412340657793	-0.712817992472359	0.642991581288734	-0.959700875632335	-0.834098884874974	-0.463706180200923	-0.840311960620902	0.60755095794614	0.457560075654044	2.27110947066995	2.07295655104483
Nkx6-2	-0.171196325940138	-0.139160986350286	0.126142923074375	-0.206245775561031	-0.147143799170943	-0.339553343071045	-0.0627333248269834	-0.234944865751215	-0.947831829897269	-0.834348665647701	-1.03016285354507	-1.08683380736912	1.16422197116838	0.0313658269899857	2.93478812886163	0.943636727036418
Sec14l5	0.0892580787623996	0.107489838367679	0.451009645594781	0.0617749024190011	-0.420572830048205	-0.738030585188378	-1.00451382445157	-0.18439884597506	-0.804837714419371	-0.723491135801448	-1.31434638388624	-1.07519637954275	1.08335895646657	0.735369969856658	2.2266012105617	1.51052509728424
Trpc3	-0.0126497383890627	-0.112596194456268	0.218459289691941	0.000730627971282755	-0.217771426258121	-0.228158269162461	-0.495001801078392	-0.194280250064582	-1.00265065752175	-1.20534904665799	-1.27561269196629	-0.845338418274328	0.711957918122071	0.483252379712166	2.47574468905554	1.69926358927623
Cdt1	-0.643575502062756	-0.250312210907527	-0.599623550173922	-0.778691708065467	-0.297500030263031	-0.429323959769536	-0.555096089869439	-0.171688100368522	-0.308975411973272	-0.137889077363884	-0.807008195222714	-0.725872024858468	2.7236272858313	1.86856338106462	0.306968727173011	0.806396466829609
Ubxn10	-1.06834761543012	0.235106265927	-0.872841484181377	-1.21061697381483	-0.148327544739916	-0.15263507196044	-0.148896171378678	-0.151527307874054	-0.625351220445158	0.225848854390867	-0.607612367247709	-1.18227469831818	1.96029529253038	1.04831280027761	1.93798519917862	0.760882043085986
Birc5	-0.479058156548048	-0.639248681732754	-0.0329891316511807	-0.466835328917452	-0.399857686677372	-0.402488848456403	0.0581148809669071	-0.516246062792361	-0.636160948309816	-0.611315918450802	-0.624709897615939	-0.552401081988903	2.52180378302371	2.37367756763156	0.191665160345599	0.216050351173251
Cdr2	0.266192911452429	-0.0496726918178459	0.398039066620261	0.269889824377036	-0.547787464278241	-0.649820082122658	-0.341294207619618	-0.622082194437916	-0.99640250270092	-0.731518890851356	-1.18283369914995	-1.27801114574343	0.965136397451208	0.78066780251335	2.33461064460567	1.38488623170198
Spata24	-0.0315367746656308	0.173691944490779	-0.0474944828047916	-0.00646550065540954	-0.502015087576359	-0.58729841748587	-0.0957797011612213	-0.667544809492709	-1.16196902960831	-0.468379063650765	-0.902348927947669	-1.58954335996239	1.8702241743908	1.40568592766772	1.55299355417194	1.05777955428988
Katnal2	-0.935514142988623	0.087592605090633	-0.799714122851005	-0.927741637551227	-0.374979492818283	-0.190698756099777	0.561449720119179	-0.564132502114726	-0.383984050483272	-0.257067410450202	-1.02813419651721	-0.599604337406417	2.62465182788761	1.39640101468815	1.12556269605436	0.265912785440809
Nsl1	-0.25431395067494	-0.176407373958753	-1.04812383704853	-0.23270981710309	-0.641029617806605	-0.523287529372831	-0.519984758625951	-0.643667704838408	-0.531996807728084	-0.611723115711348	-0.267632405975761	-0.462298907406797	2.67133296984632	1.28464233185444	1.58598419435815	0.371216330192185
Spef2	-1.15891379357543	-0.782277964896697	-1.46208801179685	-1.15091834922565	-0.0663173025611148	-0.10981883889159	0.0522091820819062	-0.0692093607716823	-0.31563366116444	0.0869345139778955	-0.138131051295988	-0.626964265571887	1.87812696293081	0.983896679791871	1.8863680257471	0.992737235221742
Sgo2	-0.292818438781457	-0.434975431111691	-0.246764500553459	-0.170482876600453	-0.28262442497381	-0.378641152224873	-0.28300995332255	-0.377940160042578	-0.662831890507029	-0.638114608062887	-0.651439718475484	-0.689751262265017	3.0545116301028	1.74457339550963	0.256463756622317	0.0538456346865523
Ccdc33	-0.653374554574576	-0.527699744287069	-0.782868225854811	-0.5627210174536	-0.991474439158936	-0.854944210710244	-0.369659306911459	-1.06156977919172	0.033624527375516	0.42685884720831	0.261081728524001	-0.279082886188034	1.16897756824212	0.115791622535513	2.46692965712505	1.61013021331994
Usp9y	-0.785120361387742	-0.307983813268459	1.0397489555006	-0.785120361387742	-0.613782877841443	-0.69963041193677	-0.785120361387742	-0.614048502666027	-0.444797487466185	-0.175111279734232	-0.699088607193194	-0.702286912688187	1.93332452823151	2.16481713384005	0.665310282017193	0.808890077368379
Gbp6	-0.873566110033302	-0.626683808786862	0.522413088836841	-0.860022763488589	-0.404827496864502	-0.408538037621951	0.229477003973395	-0.534380772632542	-0.417030953744188	-0.632569685348304	-1.2900175926918	-0.586460206282491	1.24256765402085	0.829725595905975	2.11744485148644	1.69246923327102
Tead2	-0.572142968608796	-0.378175085994953	-0.546454348264701	-0.564126971389637	-0.28396947633198	-0.286188070626802	0.392034096847772	-0.478598677490706	-0.579197338842136	-0.36396617903585	-0.473564748026057	-0.786361956002962	2.71622869508283	2.1286237999419	-0.231430906663912	0.307290135405991
Ust	0.282541039754508	0.325657094414091	-0.349241677417188	0.39571197437516	-0.648827907587469	-0.489239319018151	0.269247367260033	-0.855216594108023	-1.16020914863985	-1.28530306246197	-1.01097526494619	-0.972687799733017	0.843822474455996	1.21743489214831	1.67738267168495	1.75990325981883
Col9a1	0.0490542135154011	-0.100859501850885	0.0374198107645596	0.0637786919499799	-0.330493171368049	-0.481475074942039	-0.628927923403242	-0.282483547485774	-0.781931232409425	-0.615882028120058	-0.875140776641362	-0.941757160343963	0.715544648399139	2.99966481630807	-0.226744137566935	1.40023237319458
LOC100909750	0.0618820429018217	0.443525473099384	0.259001072546254	-0.0691136656903563	-0.625937869266445	-0.627516952237087	-0.50007753826495	-0.627110860455248	-0.75636921496188	-0.869457746344565	-1.12928326366826	-0.894839008331079	1.31846932392608	0.547342428396698	2.6933868842045	0.776098894145129
AABR07071659.2	0.28658538247324	-0.225210845325519	0.54281686330956	0.305264786933422	-0.523458433383746	-0.691125225578658	-1.10434606895264	-0.276484943445765	-0.859884781307375	-0.928294285449188	-1.18579313412785	-0.957517815465855	1.17948122042657	1.59180560343145	0.907228063956623	1.93893361250573
Ccdc173	-0.60435255738882	-0.308320718267662	-0.0116936211716984	-0.764340390129604	-0.194572958508791	-0.350662486249796	0.566051372610869	-0.501721557918436	-0.964314107922291	-0.78007366802605	-0.950790406145179	-1.14350639372654	1.20825893974775	1.20498729293126	1.57585567684738	2.01919558331762
Adgrv1	0.108169916840953	0.337972469602762	0.861532657553033	0.0902298799751515	-0.756052184466963	-0.713128880481362	-0.449937896802011	-0.84547892843074	-0.977861461552081	-0.868209653635936	-1.11487210296013	-1.11889636611382	1.62663850094266	0.751319365782265	1.57215996172041	1.49641472202582
Hjurp	-0.0688047662749283	-0.374252824475028	-0.0231954004122965	-0.0545726064693318	-0.603812297492737	-0.605566963814158	-1.32449021547476	-0.125430643353949	-0.371017026249248	-0.711508607605207	-0.841482525323859	-0.167108263808537	2.84309887040556	1.58836183130767	0.496505485164074	0.343275953876731
Kcnk13	-0.0195443471256403	0.840964994458462	0.222684544392669	-0.166125521550305	-1.16085715965824	-1.01765189775246	-0.676145195894082	-1.25923347096198	-0.733911887133308	-0.403946129681242	-0.328559428804957	-0.911533189640182	1.29399918661711	1.06133095297397	1.49023337619415	1.76829517356605
AC103535.1	-1.0135712816414	-0.0383943971269375	-1.17669974662224	-1.18054781914866	-0.319924084535687	-0.322075991640554	0.563340740882007	-0.46859295965606	-0.327001410262567	-0.152330771367038	-0.463477835970063	-0.496472811374443	2.50510973751326	1.69225616351807	0.576065147710634	0.622317319721687
Tnip2	0.167698036276144	-0.149301070315553	0.551933258808741	0.155657079029658	-0.33288028524413	-0.36892192611973	-0.814631683708327	-0.207703308497078	-1.14284547941184	-1.01786412888402	-1.22705559339316	-1.29642097792959	1.45846049298961	1.47415915744123	1.54487378342459	1.20484264553346
Adamts7	-0.654133323657895	-0.904714555661813	0.179729793125867	-0.529557365362025	-0.0737561377786556	0.206483729288662	-0.169279003371372	0.018003165206583	-0.842228336860136	-1.10238860738115	-1.01932222528794	-0.599058824202517	2.22695608359752	2.0748167579541	0.78252016781231	0.405928682578457
Anxa1	-1.18174421215517	-0.652848955917052	-0.9536334270876	-1.17190282254917	0.0263118144567008	0.436203780048496	0.108747078365071	0.022964124249579	-0.400924943528803	-0.358915826276204	-0.798587924174113	-0.607285369071469	2.21541475472009	1.80719551392004	0.551391566234686	0.957614848764918
AC130035.1	-0.214434218734273	0.443823963260051	-0.315119680805787	-0.199589011018006	-0.647206029509803	-0.649297741830554	0.229243806129678	-0.77384667462929	-1.02734886731389	-0.120190167058163	-0.894582997172424	-1.40718511983775	2.22658533408603	1.41824881954211	1.43577405249906	0.49512453239301
Dnaaf1	-0.196943588173822	1.35596265071982	-0.0711157689869981	-0.230448351612796	-0.753138323115733	-0.792482804459173	-0.638157907410202	-0.792235593231277	-0.75656329264363	-0.666456210627033	-0.789569788399071	-0.843878367554535	1.88417279797438	0.745109856862859	2.02668885006469	0.519055840592527
Ckap2l	-0.417465067365882	0.185506584372133	0.313896177899774	-0.536027610750832	-0.602170084300169	-0.604820532291836	-1.17961915209838	-0.373593598262106	-0.381568653922383	-0.697738300857976	-0.828670444579635	-0.30930898404801	2.61567075027567	1.83831817380446	0.615630832042602	0.361959910082568
Morn5	-0.522177907302418	-0.401224513689081	-1.28744796754494	-0.510945610105297	-1.06629058909793	-1.06742105176915	-0.118789457703401	-1.20233632627294	0.409342386526047	0.458267252069539	-0.520036379420158	0.0941903436262828	1.50738897490441	1.29343295983492	1.51843394193464	1.41561394400948
AABR07022098.1	-0.487199137373935	-0.0488221484157479	-0.0852579566690612	-0.477312746840361	-0.0870892217271647	-0.298065527944135	-0.191725048441985	-0.0891910954270468	-0.717846362264369	-0.806349694040741	-0.919207908051931	-0.736996762309238	0.6254826201351	-0.0862039602035269	3.13194443973121	1.27384050984293
Fzd6	-1.19613536927408	-0.850180410001697	-1.24351173284083	-1.18623424892871	-0.214707223815134	-0.118693662132415	0.28596340880184	-0.25108356301346	-0.128432776885846	0.0566679576413023	-0.206492922420425	-0.375814751044802	1.05500879967564	1.60634250996218	0.393190702010346	2.37411328226609
Ncapg	-0.402345845899471	0.285267567949472	0.120067576715721	-0.689918154748185	-0.349662519885144	-0.353234568817497	-1.00824317759313	-0.089407974589112	-0.884428118740852	-0.855887807589972	-0.606841949084674	-0.788210377795466	1.90767458962368	2.37158245218843	0.269165232843288	1.07442307542291
Mms22l	-0.196353833954473	-0.0769715410363984	0.173654455360024	-0.343559988384311	-0.219009909896216	-0.221612276369998	-0.49637259655272	-0.082610070824426	-0.915552568978274	-1.18407192015961	-1.04853514921337	-0.662165413485031	2.82055445604125	1.50254914747265	0.55989954933513	0.39015766064577
Kif22	-0.236392440483423	0.0506506849415712	0.30397823260763	-0.217211470692529	-0.977666826151899	-0.879030996083927	-0.573406738721849	-0.979392102833448	-0.281979572543532	-0.649764984445513	-0.972951176048552	-0.0362858513387292	2.64468595406159	1.62541030828267	0.634488435403209	0.544868544046728
Ccdc60	-0.865706262674547	-0.669441092056721	-0.851521682992477	-0.861280040099595	-0.546497592753313	-0.36167853609999	-0.17327032554039	-0.54765577987947	-0.551625434314217	0.606276144579104	0.394465091700233	-0.932396139445623	2.55867600227874	1.56474728419275	0.862414850068922	0.374493513036595
Mnd1	-0.225489930824508	-0.144023173340225	-1.16461795658357	-0.0651963662671432	-0.835583361497071	-0.959253981526735	-0.593732525642096	-0.958603789347006	0.11775676877046	-0.442947395205542	-0.829936751446377	0.408777335183092	2.34866284060615	0.705512295644267	1.56098398557404	1.07769200590226
Pifo	-0.327006696662803	0.492560356872817	-0.835894781730228	-0.318034363266166	-0.588570768055991	-0.589834983462763	-0.891530033498404	-0.287103592559379	-0.59272859819765	0.0380457494789799	-0.129765117231449	-1.04789649142889	2.89029779004225	1.35506127906306	0.786910022861837	0.0454902277747839
Spata31d1	0.0404704546042589	0.579865491159522	0.300122023951424	0.259072614080875	-0.861031100785885	-0.862488594299218	-1.03576572167213	-0.687794118663861	-0.865824595967597	-0.671406545978343	-0.858071867173377	-0.8841440690209	0.795153929794171	1.37975087814569	2.20270550252981	1.16938571929556
Klhl30	-0.0950173707047558	-0.128352934572645	-0.0548692506120484	-0.0824893635674796	-0.883140894999741	-0.884023502619127	-1.0946508596868	-0.67267262775437	-0.466043026105257	-0.0154839499126483	-0.244305743804916	-0.692683806035308	1.04238443939204	2.90085831191628	0.158510419841905	1.21198015922486
RGD1564308	-0.474764593914336	0.44593619050398	-0.42216281192419	-0.458350487881867	-0.676230855882686	-0.679121821478995	0.188906897808123	-0.851261496809127	-0.685738843074145	-0.476240659761178	-1.01813174528178	-0.722075859915132	1.23522937654331	2.44343714217062	0.603624857635185	1.54694471126222
Tnni3	0.103147362729323	0.114682480528931	0.0179264653009476	0.149705565467706	-0.687762023521086	-0.687964220870381	-0.558646553314478	-0.720156593428952	-0.560135937710239	-0.554690981516205	-0.719782772503216	-0.628517232505156	0.393838720361644	0.0555582971340658	3.2166950713557	1.06610235249139
Pih1d3	-0.76885503788999	-0.056393224318212	-1.14042821443252	-0.765011133808553	-0.49164179604267	-0.49299582585495	0.156787137701568	-0.816537912642939	-0.173928412852136	0.17949181067084	-0.814660422607831	-0.513114034343705	1.9476703504965	0.845390746047394	2.35460805681419	0.549617913063008
Adra2b	-0.25177780823807	1.13314434193872	-0.155781129510213	-0.274728821462136	-0.750887198872037	-0.738464213614672	-0.789056370391177	-0.725693974676045	-0.764387547779281	-0.70989581427227	-0.660967088011729	-0.79197753242205	0.866968835712154	2.11864842218955	0.619080873148236	1.87577502626101
Cass4	-0.799104634423196	-1.0516901708091	-0.30085998689074	-0.783406462364091	-0.613271020494734	-0.616825853821998	-0.0461279229523134	-0.804874516737575	-0.24904793330902	-0.19890478875774	-0.415995220883464	-0.303658384613318	2.33767687765265	1.59355925569366	1.47024995133744	0.782280811373538
Birc7	-0.0210302368749377	0.236404686542348	0.701299083651599	-0.162326255272265	-0.681549390107693	-0.823068149125833	-0.681894526684695	-0.683491534952933	-0.828387503486454	-0.37679011674178	-0.955810111081141	-1.26136230744734	1.70966902955553	0.621998897022626	2.13629695866305	1.07004147633992
RGD1560242	-1.04868911982296	-0.246313661974623	-1.25643104384951	-1.04654004104101	-0.349610077299112	-0.170516947479216	1.10065390727414	-0.53209894761592	-0.3558344228382	-0.149504832998192	-0.527900222660979	-0.730345754458862	1.76497432508716	0.686500485950337	2.09333663292737	0.768319720799575
Ndc80	-0.206369363596923	0.633087013306623	-0.425977414854088	-0.191683354942932	-0.611966052609624	-0.614082362652706	-1.17544282720448	-0.388546414957468	-0.618926304509014	-0.59450204308225	-0.38137328203864	-0.536584971707172	1.85988434165122	2.59858664126692	-0.151954449761715	0.805850845692247
Dlgap5	-0.35610174919574	0.16154527055638	-0.781483001767785	-0.340647184427346	-0.44546482778896	-0.248163334637056	0.557129828785743	-0.647982854539481	-0.853654316198773	-0.217167767950334	-0.842516832620869	-1.26799354053045	2.36816903788303	1.98846519892422	0.311809066648437	0.614057006858987
Patj	0.243547211904297	0.323157960301891	0.637844283039874	0.265597081790884	-0.744789939128697	-0.660032204899048	-0.734185334231355	-0.75012273792426	-0.98720503257407	-0.968289530721784	-1.0692154331425	-1.03579990770755	1.15584182502561	1.82140755719499	0.830153313441173	1.67209088763054
Cfap161	0.109984858655791	0.75949589219137	-0.211866410222516	0.280821654674941	-0.765087471509058	-0.833949025253274	-1.00389804240714	-0.629438990025898	-0.632157736091909	-0.723927525937656	-0.969027329545827	-0.678561057353878	2.43159730147208	0.843409957677154	1.56350842515419	0.459095498521634
C1qtnf12	-0.399216032024071	-0.639427435051813	0.858004586625057	-0.37930023763298	-0.64366191547129	-0.814891423902861	-0.644124959719344	-0.646267547732247	-0.488279344913065	-0.44374878509551	-0.974109538592326	-0.699287221678208	1.14224920042914	0.890862510666971	2.20267796551921	1.67852017857334
Card14	0.235002807757504	-0.426982669102621	0.0875452231445568	0.248332297733544	-0.651751014230018	-0.652589471992699	-0.73218934364255	-0.652373846333266	-0.335315511251783	-0.317897609284014	-0.730738901817089	-0.43197571919849	0.47629812344509	-0.192722925315642	3.3368077255049	0.740550834582576
Tbx19	-0.944184026572183	-0.803383592785112	-0.342635197751288	-0.931108640503763	-0.474126519915557	-0.477745405519042	0.47095180926588	-0.634206459542344	-0.172920330240324	0.197140740100446	-0.783387028167979	-0.836352855240677	2.04367570618863	0.686851527358208	2.1591468249902	0.842283448334905
Tctex1d1	-0.380568250852397	0.979722638356089	-0.0867159893517702	-0.473809433404791	-0.231562708072012	-0.527871511353659	-0.0370846422150045	-0.429532244026561	-0.826894696267016	-0.890879321088413	-1.59434255420321	-1.05391732606253	1.58917866742863	1.2282098023391	1.02303977216828	1.71302779660526
Wnt3	-0.995734054684465	-1.16550802581756	-0.954220569839987	-0.84220601111906	0.302886819918667	0.176348468041887	0.180749302486512	0.29893225924427	-0.800332147968595	-0.888783809809826	-0.418201872753748	-0.486224200082788	1.89557266028785	0.912290062253205	1.95861412706853	0.825816992775107
Irx1	-0.126510810537992	-0.371169826423066	0.812823942647911	-0.224097343792309	-0.468589958691368	-0.37554715702138	0.00617358732523693	-0.469915829758753	-0.946329026824849	-1.13049891640237	-1.13296672357988	-0.680656854142541	0.937703647199418	2.45732467853372	0.0656421868371349	1.64661440463109
Ect2	-0.0983576930761361	-0.627022567166686	-0.669750953170062	0.119698174576513	-0.464210975239102	-0.466584715772197	-0.81439194045178	-0.378618892565115	-0.298236928252503	-0.177629211676377	-0.547253173554305	-0.332663002352502	2.77102978224737	2.14752605259575	-0.254973296956755	0.0914393408138837
Slitrk6	0.434744054809394	0.0555753381399256	0.467258322281184	0.400031779445791	-0.618111431725838	-0.620406276754522	-0.339493288234848	-0.718133317919636	-1.14722672133546	-1.05826711049116	-0.984278770605991	-1.19403159703784	1.08798439319368	0.649543303148624	2.08394394814929	1.5008673749374
Mx2	-0.30709220788527	-0.285526392957698	-0.49499458784532	-0.12587472207683	0.145047797519572	-0.0744481185097746	-0.809536671977874	0.555676470694511	-0.690289062373182	-0.94031476393051	-1.42028365454461	-0.786854311923608	2.41860253039599	1.12877546481839	1.56070858028257	0.126403650313651
Fsip1	-0.878826660058273	-1.04263123786851	-0.382172590485364	-0.87400828011213	-0.53133653100623	-0.397773110770826	-0.396054334285086	-0.397263870468285	0.136147481261458	-0.793086231283117	-0.800126313175657	1.27655476977557	2.52637055019432	0.833493832868108	0.84593687653657	0.874775648877441
Cfap157	-0.666537004928343	-0.0106328030546307	-0.924174654094434	-0.514452367724763	0.18962370235364	0.185784876121794	0.0665252521250153	0.0643367318296819	-0.797271971835115	-1.02607162734576	-1.15717811942034	-0.582654894628721	1.3658889419828	2.66658960884928	0.143265981267148	0.996958348502744
Atp8b5p	-0.980968764931986	-0.993220310492756	-0.506379378311603	-0.976364449527684	0.32249737754482	0.512725426626039	-0.0664428363694442	0.513768176173022	-0.847199854245944	-0.635532478462959	-0.64562345028368	-1.05034196560781	1.65644782465773	2.14194088367977	0.667169283351106	0.887524516201376
Kcnj13	-0.696195006402425	-0.5353852695434	-0.639247112064755	-0.640504256105558	-0.118734827512926	0.0721450046903179	-0.263219191055921	-0.0235359082392545	-0.313863980353036	-0.206690530422717	-0.309590268671962	-0.417020729332144	1.40342952280467	3.28068477132995	-0.325861768468401	-0.266410450652438
Folr1	-0.805929391509285	-0.626956026076389	-0.84294682553642	-0.805546448189573	0.0942519400656161	-0.00445326848078791	-0.326014100053596	0.254134486045218	-0.361516182787296	-0.448461521955051	-0.680676127551101	-0.374232395747663	2.79754623659131	1.87727491341368	0.35084017304237	-0.0973154612710383
Tnnt1	-0.321956258588615	1.74802249419651	-0.336492819747102	-0.367803451836455	-0.660225874438173	-0.675939129123231	-0.599870063857675	-0.675785002766235	-0.767372058753292	-0.716516871460892	-0.795546819232713	-0.801753620297989	1.77119371803661	0.645066897423995	1.86390927336377	0.691069587081494
Hcn4	0.280971576287115	0.449021295923935	0.565614501447988	0.183976083505	-1.00849605065873	-0.905408228039785	0.114317907464595	-1.22144314766887	-1.02960570625153	-0.975020268205636	-0.698288723664918	-1.02143072843314	1.49817754902575	1.67161783974912	0.696767860631297	1.39922823888783
Ptpn20	-0.307370268162768	0.972792438799645	0.00666207925747935	-0.29622339201056	-0.679362376829728	-0.680834825377882	0.0257758951742027	-0.915267237083427	-0.684205057058717	-0.906437518615722	-1.14871719160919	-0.702712502377364	1.78671835994623	0.234729434810249	2.05383915742313	1.24061300371443
Faim	-0.635311077011094	-0.960525713094557	-0.285108415712915	-0.926394999365137	-0.525622799895159	-0.528359542380577	0.260588942795429	-0.527655736023977	-0.274160463505805	0.0305211527998574	-1.04681537722872	-0.569022130015154	2.11608268954794	1.17333904133412	1.99786296227328	0.700581465482475
Mctp2	0.414507522783822	-0.17714519625029	0.999496198144401	0.404091167805097	-0.69343534296719	-0.651584602105665	-0.575270265072632	-0.754468164045721	-0.981245366095868	-0.853621408047223	-1.06032071663675	-1.10562187861215	0.833297335406091	1.72306845476592	0.51230449029807	1.9659477706301
Stoml3	-0.756765641665368	-0.109921438741148	-1.09411699247493	-0.753275760489549	-0.505083691774164	-0.50631301567332	-0.505245971959741	-0.358966840898221	0.368358567315647	0.104238625044324	-0.79835235831887	0.187344974207564	1.59274800768103	0.370759874982108	2.87231304630156	-0.107721383536913
Fam222a	0.224696637696937	0.518857757508207	0.439238097045537	0.22882618687754	-0.486955432562265	-0.53349057718574	-0.414231770078638	-0.569301415744121	-1.1858004740951	-1.11859947688189	-1.26692250859556	-1.28005107268822	1.08383145066146	1.51279150362321	1.43612900827332	1.41098208614532
RGD1311251	0.220073622536965	-0.684140431922683	0.285277460170047	0.902804640607847	-0.602017034550474	-0.604406079740107	-0.793065904044755	-0.603791690480018	-0.988827313175696	-0.776374220311904	-0.597166417541005	-1.19331798119688	1.28028309837029	1.46505726575518	0.602458633621857	2.08715235190133
