logFC	logCPM	PValue	FDR	Bo_20_4b	Bo_21_4b	Bo_22_4b	Bo_23_4b	Bo_24_4b	Bo_25_4b	Bo_14_4b	Bo_15_4b
Plcxd2	-0.942914751058723	6.50134139713381	8.23795416603412e-18	9.09206525396854e-16	61.5526703479576	61.8190372161199	61.4554547504196	62.8059625937658	120.944042382954	117.826447490187	139.575612396995	97.7469302876605
Prcp	-0.859300773804858	4.44079710974616	1.61606808256448e-11	6.48118467065685e-10	15.4229608717968	15.9404914030006	15.6421463797109	14.3486107672153	28.2999060632305	27.962240247605	22.831611725012	32.2361153822006
Nectin3	-0.91649070936625	4.93978609108978	1.44793626783885e-07	2.82542132264566e-06	17.7135363464603	22.941018545215	21.8295588084027	22.1838012488663	36.7491905568521	48.2320128179019	49.2465414287322	25.6177393185998
Nectin3.1	-0.91649070936625	4.93978609108978	1.44793626783885e-07	2.82542132264566e-06	17.7135363464603	22.941018545215	21.8295588084027	22.1838012488663	36.7491905568521	48.2320128179019	49.2465414287322	25.6177393185998
Thrsp	-0.902375268358893	3.79193373189205	2.33232154281322e-12	1.08705094610308e-10	10.2826880590024	9.42508786593969	9.45457324191648	9.08045736223674	19.0067039241771	16.9358295664951	16.4181929289865	19.1464562281617
Zbtb20	-1.02120209363748	7.97283247359848	1.96524433221323e-25	6.61280751395455e-23	172.014863584011	164.943228750011	165.52679697547	160.549080526668	358.959785276465	368.415333565074	327.845433067998	290.529265848389
Dgat2	-0.824785283808155	5.89878681652127	4.88821903801259e-12	2.15456453189846e-10	45.713868829128	41.4430364540698	41.7115459692657	42.9796000026871	77.0155801470127	58.8509332657293	86.9435345280407	81.5970831000752
Pla1a	-1.21213271184686	0.856362209640571	0.000103256113216967	0.00098310651341703	1.39044833076323	0.830995360137234	0.903497444349139	0.90078095233078	3.02546016170401	2.98441431076752	1.83328694123129	1.53062094185205
Pgm2l1	-0.668463240997758	8.16803521660418	0.000141510963643761	0.00129376093732891	302.420194373342	173.879206979932	196.253089869161	215.66011981055	434.986945629915	315.203244388283	410.06715334202	251.470229984
Ucp2	-1.12011411815054	5.16690523337607	3.13335169551662e-09	8.47602352771515e-08	25.5676133915511	21.2752780869187	22.3157318209308	21.0727390232293	56.2458800954488	68.7148449169864	39.8829671637334	31.326624657646
Dnajb13	-1.59651807154185	3.33924103816146	6.37428327940839e-15	4.67763894269778e-13	5.83704975038689	4.78153634488925	4.93584317538207	4.29656508133519	17.7379603871559	18.9882822392803	10.0098079544093	13.3664954428506
Slc15a2	-0.881320787694863	5.97121707518345	3.84570087341305e-20	6.24179873524782e-18	43.5591753949125	45.3946163024103	44.4232774188065	42.8404396372633	81.0988913719301	75.0674115520635	79.5484220238298	88.9075709027966
Heg1	-0.687254601990057	6.67011347512701	3.45153800988177e-08	7.61878694149263e-07	86.4950480440713	71.7279598390388	74.7333242816298	78.7499506239742	136.008113353172	123.091998529105	147.114705398625	95.7273875395748
Nrros	-1.17030620305798	2.46562091056288	9.18512480122761e-09	2.25878755361384e-07	3.40429201768675	3.25708931365406	3.26732605031287	3.32744083639121	7.9543555878107	8.53434198232631	8.24248223061698	5.15022120361502
Meltf	-0.800654808089818	2.00555221943946	0.000363807707501549	0.00292829120927151	2.70916693589688	2.84144764178175	2.85032185908906	2.91169736169092	4.92792894143519	5.68872081559375	5.9165694054835	3.20094535319554
Lmo1	-0.734920596137608	3.79113017624035	2.62865293336288e-07	4.83531944915657e-06	11.8814233760696	9.35469886347648	9.80184038561155	10.1207358989905	19.1467451417275	16.5793658969672	18.5294521825369	14.271133511073
Hes1	-0.916842903886912	3.25275684677306	4.64228832353758e-06	6.37898503102833e-05	8.130508431757	5.47309981520232	5.90846018166854	6.51623629348933	14.2888115732128	11.3155667196868	15.2156936990994	8.352423713376
Hes1.1	-0.916842903886912	3.25275684677306	4.64228832353758e-06	6.37898503102833e-05	8.130508431757	5.47309981520232	5.90846018166854	6.51623629348933	14.2888115732128	11.3155667196868	15.2156936990994	8.352423713376
Hes1.2	-0.916842903886912	3.25275684677306	4.64228832353758e-06	6.37898503102833e-05	8.130508431757	5.47309981520232	5.90846018166854	6.51623629348933	14.2888115732128	11.3155667196868	15.2156936990994	8.352423713376
Nrip3	-1.90680674720955	8.34446301709046	2.83153323912445e-34	2.60425550446406e-31	170.76758790839	121.348876860515	129.16718861544	125.956469918661	634.566017974086	569.771700309679	481.516814185268	366.276116552155
Galnt18	-0.721892910385613	5.47337109769079	2.73376721675519e-05	0.000309393375901186	35.2928265997056	34.4445699066385	34.4822035352583	29.5290672988463	58.570415220126	71.1387438532653	33.3336291793112	57.5773792580521
Dkk3	-0.859246966490331	7.98148819911808	2.09457489748334e-13	1.18916688418437e-11	214.117688967495	160.089855131502	169.558240319739	174.344208252191	372.122914621564	307.089924986638	346.303906776691	277.231441277003
Mical2	-0.685907504458294	8.47563812215436	7.03093208072101e-12	3.0123831983114e-10	310.753359065985	256.908454258458	265.843670322451	257.738043737815	485.887193407607	434.234607239343	392.950893030389	442.444814026931
Mical2.1	-0.685907504458294	8.47563812215436	7.03093208072101e-12	3.0123831983114e-10	310.753359065985	256.908454258458	265.843670322451	257.738043737815	485.887193407607	434.234607239343	392.950893030389	442.444814026931
Il1rap	-0.823517064046132	5.74217893080279	7.90664266182222e-19	1.03885754440476e-16	38.0013221047861	39.3649865750956	38.8616803466488	37.9881405632896	69.4124792382779	70.2959575778639	69.4721098670751	63.7726853351151
Epha3	-0.980978621070563	4.61402436280636	4.57315969171107e-18	5.21415794271454e-16	15.0050921817772	17.7431370687966	16.8936299211371	15.8742041868542	30.9759288015836	30.8813159252879	31.0730499686736	36.4131457694304
Dgkg	-1.36294562816959	7.24091819321642	5.61172685562473e-10	1.75156976697282e-08	126.586811910637	61.3287022008563	71.0472893393021	79.511122789752	285.248360413587	168.779391708504	264.145911698068	152.468349249906
Chrd	-0.995327681825729	4.68612165766405	1.88324995347281e-13	1.07806291942369e-11	19.8015847955193	16.1468496946186	16.5453551978904	15.9429343987785	37.1689493350643	28.6088276967919	30.0879528170781	40.5910273468784
Rtn4r	-0.958889451642725	5.85181098834719	5.56096708218855e-19	7.74940422887608e-17	44.6728491271137	36.4525391396977	37.6097552565387	37.8491609154184	83.3500284039508	66.2468657995177	78.8427952470467	75.9570367574797
Rtn4r.1	-0.958889451642725	5.85181098834719	5.56096708218855e-19	7.74940422887608e-17	44.6728491271137	36.4525391396977	37.6097552565387	37.8491609154184	83.3500284039508	66.2468657995177	78.8427952470467	75.9570367574797
Syt17	-0.778148008744883	5.80933856973782	1.01079409530994e-06	1.66010896891617e-05	49.3283282145231	35.5503274023154	37.8873397366568	42.0787956352324	77.0846663261884	53.9418569874912	93.4926746368187	58.2019706085213
AABR07034767.1	-1.98403165848868	4.48343079807863	2.05457470414804e-09	5.79438224738715e-08	17.1000978419223	5.12311114999141	6.60216210163423	7.06808861896688	58.1384099591881	30.3159360007255	31.7787636373887	21.8580308444362
Cebpd	-0.8814277478758	2.93684881184009	4.90089679778337e-08	1.05810285167792e-06	4.86242075834876	5.61424400408686	5.42269302235017	5.26837609815751	9.64474076628416	11.1664677116354	10.0048648088084	8.214299019733
Efcab1	-0.976346393985201	2.99808012220196	9.85295531411321e-09	2.40161433769445e-07	6.53230599467024	4.64199520002665	4.93541224964336	5.05999387319996	12.2472040028557	9.74968693621625	10.5686799372538	9.11956895689322
Coro1a	-0.637515585896314	5.93959725920775	4.27056901560924e-08	9.33704756566484e-07	54.0515083932377	44.0757291860288	46.0216455428409	47.5546998849095	82.0827657552264	74.7084838103927	81.2373866834888	60.220851861364
Rgs10	-0.601010231911753	5.14284184764973	6.27106507672083e-07	1.07874830172619e-05	22.7846779558484	31.6049453236042	29.198832166812	28.2835261254807	37.3129948798588	41.0554562199987	46.0785739176006	45.2545676046436
Btbd16	-2.07981419454971	1.09981287338155	3.69967284581425e-13	1.99377681956459e-11	0.903490042200772	0.692732506493597	0.695007842446339	0.762489742826541	3.58963135919269	2.49428644338626	4.08460073152764	2.85398154749324
Plpp4	-0.911093199668974	3.00148788668447	8.48905179255559e-06	0.000108239333207114	6.53200254674716	4.71111746041279	5.07441577514782	5.54587035545272	11.6141981980597	9.74931818996267	12.9608784334414	6.82077016835636
Gpr12	-0.996427903783696	3.8811988637556	1.01844097340782e-06	1.67067915209682e-05	8.6134190049206	10.9517421678202	10.4285841010176	9.01078720085773	18.9375567367078	29.2242388275683	13.8846796745713	15.8026166597369
Pwwp2b	-0.834423269628958	4.58299222047284	3.19613160512159e-14	2.14047726331347e-12	18.5501656372888	16.5630526640509	16.8931570551474	16.4980047530119	33.1563291529574	31.6608632527609	29.3115963532571	28.0567579667324
Nptx2	-0.670049414468632	5.61036311771354	6.03349681110893e-07	1.04177874851137e-05	47.0364758722081	33.1943795888416	35.6630543922739	34.5208349244489	71.0991772820041	61.9710849411858	49.8173890546579	56.4625131468898
Kndc1	-0.767008001005863	7.67251394604752	5.19609232329239e-07	9.06261563743891e-06	169.584621500872	135.348459614373	141.750221933619	157.01509673818	271.102916593254	213.317687217408	349.186645056708	193.7543687891
Sprn	-0.765889727961012	4.68611306701326	8.51937943498009e-10	2.57748593607424e-08	22.6504774799747	16.9776803880178	17.935518035385	18.3003893626097	36.3236032355456	28.2516747870945	33.256077099053	31.1901325545473
Sprn.1	-0.765889727961012	4.68611306701326	8.51937943498009e-10	2.57748593607424e-08	22.6504774799747	16.9776803880178	17.935518035385	18.3003893626097	36.3236032355456	28.2516747870945	33.256077099053	31.1901325545473
Arg1	-1.33877387183634	2.27958341535247	6.49742659980203e-09	1.64474307102512e-07	3.47527222306192	2.21644792098082	2.43274483454591	2.5645771569467	7.81266109614145	4.56153382846949	8.10051799098847	6.61388562350204
Aldh3b1	-0.888767005797022	3.61566725353399	1.2785504705925e-10	4.43187997293823e-09	7.98874538935554	9.14910514152015	8.75973526454238	8.11002988821688	15.4175489804461	16.2924979240109	13.670988412429	17.6151382918327
AABR07006089.1	-0.702652234633639	4.24518258403443	4.07895649943038e-09	1.08426365830716e-07	13.1988873230252	15.2478378301544	14.599333296466	14.280228818254	22.0355045011059	21.348431816427	24.4484713929259	25.4822246562664
Cnih2	-1.02025015816963	7.91581549047154	8.53546894741336e-13	4.32924005876892e-11	191.747639095114	148.794154212857	155.654682563596	141.414620862571	376.909579264182	356.461647157808	229.419287350527	330.493549395008
Gal3st3	-1.25526963752117	6.1982165124627	1.881842188815e-14	1.29809474184459e-12	56.9720915242086	36.6588957689979	40.1120599361453	39.3732038155461	130.443509721631	114.761769680248	90.1192283663116	77.9738471957886
Cst6	-2.05773350712007	4.35226456548302	1.44569066908866e-14	1.00731052882561e-12	11.0501326032294	6.3041217798038	7.09019312532339	7.00011584166485	43.8527522469571	43.5312056325593	27.6225083391585	16.0090100463711
Ehd1	-0.583350560355476	6.15438369553048	1.0977426669117e-07	2.20764691438977e-06	61.275951699012	53.8480680726627	54.9897769001379	57.5374214924912	88.2789176966778	72.6512211045438	99.8369286226064	80.3426686062784
Cdc42bpg	-0.616784745265494	3.18668412379262	3.6573432212918e-05	0.000399106716590706	8.19919397874302	6.51353476410188	6.81261731071434	6.79302025003553	12.1071400709713	10.6023100309163	10.7099745019167	10.0249544391757
Orai2	-1.11355460014357	6.42381963770383	4.57894887459066e-28	2.25611352406617e-25	60.0258861988792	51.9771154943765	52.8347705736053	51.9213447749286	126.645210561516	104.027444514177	116.609499997294	121.768385228668
AABR07035839.1	-0.780000507084773	2.65309923611655	3.99999272326351e-06	5.56850651969156e-05	4.86359604088645	4.36573546806846	4.44912703825887	4.4363596409513	8.37661052753404	8.25196779091397	8.03196469782065	6.4737833750092
Polr2g	-0.607066855358574	4.63132576179478	5.78305233010331e-05	0.000593623437098998	21.8853471594485	18.156397309541	19.0481456509011	19.0631033951593	33.296613649463	36.0653267682341	28.818237641137	20.8840266216642
Polr2g.1	-0.607066855358574	4.63132576179478	5.78305233010331e-05	0.000593623437098998	21.8853471594485	18.156397309541	19.0481456509011	19.0631033951593	33.296613649463	36.0653267682341	28.818237641137	20.8840266216642
Rab3il1	-0.755712341027921	2.45364720572513	0.000536763312374907	0.00411399258751345	4.0294749622582	4.01968878641338	4.03221094200011	3.81229236503049	7.109667290855	9.31051075521406	5.70885758071678	4.73264425840102
Dagla	-0.979501977465765	7.74887005992151	2.75894586824554e-13	1.51041338088554e-11	135.401265546691	159.262515519992	151.623475576285	132.403306998973	278.496113659671	311.637031729066	207.576733743088	343.375375568124
Lrrc10b	-2.34774331646623	5.19159315117592	4.06817816841636e-36	6.23606511238579e-33	14.8698425639342	11.3650596498295	11.6790870404993	9.91058143937389	74.2665564197073	66.1668620662995	37.8427917045124	65.305639385767
AABR07035946.1	-1.33895461780795	6.43546360203503	8.89427961279396e-33	7.66909259613159e-30	54.6071116596113	46.0859457220977	47.2035280469661	47.9703965440626	136.359812562278	114.627370977326	138.308461860113	106.241081100144
Rimbp2	-0.765422328790782	7.19388976375059	7.40233110193008e-17	7.24273474342038e-15	112.685225255636	108.391320090683	108.172887431849	104.190165266821	190.778811423592	175.958235408316	172.2730930707	197.795440980134
Gna14	-1.69749592056727	3.15395374659962	1.03786302322391e-06	1.69648794649254e-05	8.06613045889443	2.28308603105548	2.98770796203971	3.18671712624234	22.1664433754297	11.1050312636494	11.4164611860972	8.97890061028579
Tesc	-1.56959502867649	5.23104950950003	1.2464823787433e-18	1.5922658238095e-16	26.1265994260346	15.3130611750259	17.0313117890204	16.9822414684495	73.2090870106003	56.9201710124346	51.1546957866037	42.7455125480649
Tesc.1	-1.56959502867649	5.23104950950003	1.2464823787433e-18	1.5922658238095e-16	26.1265994260346	15.3130611750259	17.0313117890204	16.9822414684495	73.2090870106003	56.9201710124346	51.1546957866037	42.7455125480649
Rfx3	-0.947920345583023	6.11961915971366	3.35722808437353e-15	2.55891263270813e-13	49.7430908334436	45.6012223724022	45.9522414345461	48.2484054956098	93.2070596478656	75.4271889743962	113.152305727487	83.8931377666985
Slc1a1	-0.636928667106484	7.01535407719888	7.48606643832608e-11	2.6825395476142e-09	111.783048422664	96.6780558098261	99.3436519683978	96.8419535795613	171.699905915122	162.649633049214	145.428478097483	149.476900230217
RGD1306556	-0.989890190868038	7.60571023977764	5.23135638680861e-13	2.74417462784835e-11	165.904878613477	112.962702105109	122.076061709122	120.549433489537	315.028559720444	269.162290825188	232.938816507881	218.610062985559
Sez6l	-0.711002080970992	8.79654382114782	1.12472493858893e-10	3.91835991231639e-09	387.451355306686	307.569029611991	320.48598289761	333.091924494954	598.524870638536	461.918797496945	615.03281400085	532.116897667907
