logFC	logCPM	PValue	FDR	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19	svz_16	svz_EXTRA_16	svz_17	svz_EXTRA_17
AABR07007000.1	-0.823270546891442	3.78123976931372	2.06477837463005e-10	1.16993006936699e-08	10.4729544101397	11.4192921826059	7.98601465418206	9.51840209061104	17.6865542183549	16.6109739173604	19.3357495651364	16.0965141707495
Flt3	-0.776976937314012	3.10842150511215	2.29649115629551e-06	4.06141096471919e-05	6.59398013109158	7.84399791669435	4.66376594677258	5.9999076004559	10.6352460282771	10.6716012160379	12.3186751638262	9.40655709773875
Prox1	-1.19288910261721	6.36961459103156	8.51876561471571e-42	2.99264236044963e-38	51.4959470338831	52.6681039035665	44.9074739700846	51.9494248640131	114.444878472744	104.980720175914	122.929136319116	117.242329774432
Prox1.1	-1.19288910261721	6.36961459103156	8.51876561471571e-42	2.99264236044963e-38	51.4959470338831	52.6681039035665	44.9074739700846	51.9494248640131	114.444878472744	104.980720175914	122.929136319116	117.242329774432
Rnf152	-1.16168726720677	4.796413334388	3.63265350142863e-14	4.59874297315992e-12	19.5018142646814	20.704173528616	11.6848643293873	16.5029849687017	40.0549310165585	30.1164053242149	44.0282967125102	38.841228468664
Tnfrsf11a	-0.827387614915244	4.41483674854799	1.61818078795803e-06	2.9840782719667e-05	15.6860195051187	10.4592370047087	19.7710159627084	15.2631276260008	30.5170348343185	20.7584888283152	24.2120278226088	33.0955012613795
C1ql2	-0.701244217003037	3.0734687709571	0.000284780730266747	0.00246868526940674	5.22030370239351	8.11078033491917	4.50319791047758	7.45821565523067	7.78241502204409	11.3050820669009	11.2478064763031	10.8061246068691
Irx1	-0.83293513736426	1.45916383542836	0.00085857896710851	0.00624469546884513	1.61170344189994	2.77463448725075	1.07306377043298	2.123729517177	2.59731710039553	3.4699715786656	4.01649052343676	3.4472543354324
Tmem163	-0.913054048441958	4.58633403594502	7.78112983049559e-10	3.74453549240151e-08	18.2302121488007	21.0776403929937	11.684675905007	15.3624780784215	32.0669017790758	29.1746477411432	36.4220675566547	27.3070194466449
Slc45a3	-0.887666146198827	2.51988985909153	1.94572410785017e-06	3.51883078037459e-05	3.8812539489496	2.82834347083963	5.14274067296284	3.93200947625766	7.98510576275921	6.41099451281754	6.6960805760567	8.13412900502551
Mfsd4a	-0.652608526643731	3.87386311355127	2.10697462242796e-05	0.000273887209938554	13.9528784840395	10.5657146179597	10.9321455893264	9.82376173203421	21.9694745370136	13.714698377265	18.3187229146985	17.1797216308992
Cntn2	-0.701741815634364	7.90991722682404	7.92394510949243e-07	1.60442761784708e-05	181.768364006805	131.697448362086	244.247572212976	174.516325806203	332.689020375494	274.206067792315	273.499751956417	310.570706354081
Cntn2.1	-0.701741815634364	7.90991722682404	7.92394510949243e-07	1.60442761784708e-05	181.768364006805	131.697448362086	244.247572212976	174.516325806203	332.689020375494	274.206067792315	273.499751956417	310.570706354081
Cntn2.2	-0.701741815634364	7.90991722682404	7.92394510949243e-07	1.60442761784708e-05	181.768364006805	131.697448362086	244.247572212976	174.516325806203	332.689020375494	274.206067792315	273.499751956417	310.570706354081
Adamts16	-1.39990584033207	0.537815297741443	1.11026621805592e-06	2.15489791382897e-05	0.666529574505056	1.0671561721627	0.375793918814251	0.828957077656267	1.60208043711416	1.57518394817145	2.35619249350468	2.26753711792939
Csrp1	-0.660442787618964	8.30152064138844	4.22499503775763e-07	9.21888668797674e-06	244.906616154645	184.312209610834	304.695339754535	243.851513848459	419.6407620648	335.764587553639	357.381241957411	432.65417528233
Phlda3	-0.701234452902076	3.90805055917001	9.12521431264708e-11	5.59945465158589e-09	11.0334127651312	12.0063663556736	10.3431343483	12.0066831657253	17.470598186385	18.0836930600172	19.2827451720655	18.9846876114393
Lhx9	-1.49411574082969	0.245845718162788	1.67385199905999e-07	4.1483189225381e-06	0.500131464296216	0.693673355432802	0.428990601246874	0.621568832916366	1.38027223891691	1.73555145787433	1.82082091210879	1.43819979066363
Rgs16	-1.29376983671779	4.858245403179	6.54096068427608e-09	2.3998323638498e-07	16.1341749731014	24.5992907375838	8.31022823374356	17.906106896731	34.6148639375868	34.6917485484584	50.6693794171849	44.1964177757724
Adamts4	-0.673271392825308	6.01713144618758	0.00012606968247711	0.00124056805193862	46.4597943622485	31.8040972758527	72.3378202310356	48.7376731752161	86.9417022942216	71.9660876402369	69.3669620470949	89.6262165016011
Kcnj9	-0.762992655741294	5.5063933796482	6.00206606648358e-05	0.000665150097525452	45.4239010215424	38.1002112102435	25.7243751806682	25.2852400666984	74.1967444813911	45.0988921031027	64.8113105669508	44.2237685363396
Tmem63a	-0.952615616051035	5.11882542913736	2.04719594223755e-07	4.93433917329709e-06	21.9023648601225	14.9417125693169	33.1663834075543	24.3715943444064	48.6491929819081	37.9506391241022	39.6388167862183	56.453670419998
Parm1	-0.695503367048286	5.44130696696096	1.61880531299088e-05	0.00022084905104998	42.1053161463515	35.9657944243306	25.1349598049666	29.1737326410333	63.846863940062	37.7364652632615	58.491202959182	54.3257613734472
Cnksr3	-0.587367106172289	4.88287748689043	9.29801682093224e-07	1.85091408725076e-05	23.8907561842962	18.9436783241282	29.3633668550694	21.7780074800153	39.2236156177347	35.0644006144651	33.7994433871257	33.1249250839233
Cnksr3.1	-0.587367106172289	4.88287748689043	9.29801682093224e-07	1.85091408725076e-05	23.8907561842962	18.9436783241282	29.3633668550694	21.7780074800153	39.2236156177347	35.0644006144651	33.7994433871257	33.1249250839233
Rell1	-1.15669023445079	3.28392736770984	1.98655225471549e-12	1.81266443397805e-10	7.25000604089864	6.18994997956934	5.14529170328662	5.27272426969028	15.7474763237785	10.4561131314261	14.5151797576408	12.4968189590293
Lgi2	-0.603687973627648	6.62059518043328	0.00042608977392283	0.00343314994447455	81.0961323096344	103.148051177585	47.4290366846122	80.4064188751967	110.207418819537	98.827277544992	136.854906179785	128.35969187385
Sod3	-0.634078441994799	4.40015743987352	5.39224608155724e-08	1.50939924179367e-06	18.726085331024	17.8227769461884	14.3090601193338	14.9994577459804	28.2593067545379	22.9703369647213	27.6383899037226	23.3489993513848
Qdpr	-0.797609211992274	7.54729994740108	6.67116732125651e-11	4.30014877056406e-09	141.629975578662	106.830739453725	163.814509324637	133.902235827564	263.317805050271	202.655027409277	224.648893221953	258.770903647329
Pla2g3	-1.01840160664908	1.16046852611017	0.000116148216044827	0.00115798594160894	1.11310011459527	1.0139563666165	1.66073922421486	1.81582881172903	2.31977960985892	2.4162553457313	2.46449529204781	4.18295366103322
Gal3st1	-0.832869686779744	4.16162492557334	7.62777549004592e-07	1.55566765146771e-05	11.9232254425732	8.80500078825105	18.4300465760154	12.0002809893169	24.8992456984469	23.5526307524149	20.730169368233	21.9637577890934
Gal3st1.1	-0.832869686779744	4.16162492557334	7.62777549004592e-07	1.55566765146771e-05	11.9232254425732	8.80500078825105	18.4300465760154	12.0002809893169	24.8992456984469	23.5526307524149	20.730169368233	21.9637577890934
Arhgap24	-0.642386926447669	3.104246723277	1.35578547443214e-05	0.000189378702651297	6.48713930554691	7.25714079611075	5.46710801792993	7.29967187862809	9.53696105459756	9.24983732162167	10.8731784846275	11.7373382123431
Mtfp1	-0.853358238289473	2.76724882378628	0.000223907672736769	0.00201302022859698	6.30343608447753	5.76293987522319	3.05645916327634	3.97792371231562	10.457740615827	5.93372863596807	10.0153826701997	8.12470477973349
Mtfp1.1	-0.853358238289473	2.76724882378628	0.000223907672736769	0.00201302022859698	6.30343608447753	5.76293987522319	3.05645916327634	3.97792371231562	10.457740615827	5.93372863596807	10.0153826701997	8.12470477973349
Nefh	-0.589799470063946	7.60811884969778	0.000117278515859027	0.0011671371847387	135.326514979551	191.301976464801	111.465117710861	184.623177829796	185.871614768301	229.312696183655	252.768669218169	269.270855498843
Ramp3	-1.26206381873766	3.72783063599042	3.46322644775036e-10	1.87896749203815e-08	10.3449534177423	6.88377290726787	7.87723726725195	5.83579215881025	25.7053943143627	14.3981971294342	19.4434073809941	14.6986631118387
Igfbp3	-0.612795690087129	2.11839042636626	0.000560630479714149	0.0043309398026076	3.87417790198736	3.62856238157048	2.94789306474062	2.94551216278603	5.78021503435772	4.72992645766247	5.57020566183609	4.41794256254187
Agpat4	-0.610175313416752	6.02454073526757	7.25996919352459e-09	2.61582274634378e-07	54.5415273135741	43.9169990018753	56.2122387384648	51.118799896034	85.564544930062	65.8131198069881	76.1150804845226	86.6403132234244
Cds1	-0.7067100912092	5.69385925994518	2.11005776967292e-11	1.53629698339087e-09	44.8885658487661	39.647856906668	35.6366630652648	36.8348310917466	71.6768711824189	53.301170273485	67.3832615827537	63.8929875481349
