logFC	logCPM	PValue	FDR	Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_24_2b	Bo_25_2b	Bo_20_2b	Bo_21_2b
Mt2A	-0.985267774240432	3.42179971580488	2.6481230951028e-05	0.000608715816286942	5.94119830695653	11.9043120548945	4.97906421773931	5.444697446274	9.91086630082404	17.7535522042421	15.3068570954621	12.978124441993
Mt2A.1	-0.985267774240432	3.42179971580488	2.6481230951028e-05	0.000608715816286942	5.94119830695653	11.9043120548945	4.97906421773931	5.444697446274	9.91086630082404	17.7535522042421	15.3068570954621	12.978124441993
Clgn	-0.653606530080304	1.66112066014174	0.000539269504194772	0.00742772502537465	2.16708035065062	2.87428504600269	2.230598396895	2.03016668023983	3.22117700255581	4.45624679742129	3.56318423708762	3.44501900078839
Lcat	-1.17227279168494	3.2825845323967	1.00871789320804e-07	4.78881020435362e-06	6.09709079080639	4.32875141984283	6.59385378606209	6.56378360858891	14.8811970621134	16.5981574513885	6.836681085742	14.8145976509486
Crispld2	-0.859739220176457	1.86685162143512	2.4699089598879e-07	1.06524325283014e-05	2.48724313761007	2.63758737043015	2.3140696691554	2.43334470363777	4.34618982410708	4.6330434691114	4.4211482627617	4.56540669639223
Bicc1	-0.9395526384899	2.51805975282315	1.61039085954059e-06	5.45283081484149e-05	3.37164204055561	4.1117629048145	4.44766417457483	3.32902503171643	6.76190365433644	10.3836043720796	5.43248002613197	6.72988740757823
LOC103690108	-1.07901288305814	0.96022048100645	0.000135727789015609	0.00245429241524953	1.04357440306468	1.08459071915808	1.39881572870702	1.05524018247052	2.33418285469369	3.70037419216065	1.38445974988027	2.32323940187305
Crh	-1.17910666833861	0.744404655835585	7.55493236579094e-05	0.00149101986619146	0.723080963536135	1.55819507640705	0.746257597940146	0.651403596689149	1.45200855328639	3.04448268264558	2.14225844399919	1.7634099820762
Terc	-0.616404401431515	1.92767566316301	0.000622765280735468	0.00834481314583946	3.20797104793323	2.86840312512798	2.15745026976643	3.24068451607196	4.42584781621507	3.49065552178273	4.7221178648372	4.96429868605534
S100a4	-1.2277346303828	0.804586180588361	9.18637136989985e-06	0.000245473347147324	0.882926926518221	0.694951851535063	1.31389752296461	0.892693473965679	2.49307793990288	2.88467299816556	1.39192260082773	2.16291127118772
AABR07007642.1	-0.680110006503166	4.76395042313977	1.13846870450273e-10	1.24824961529406e-08	20.1400858149836	24.6743592489603	18.4263267283536	19.7110138189924	30.1021552322656	38.6177029762409	30.3554790807059	33.9607339983293
Grem1	-1.13071464458995	1.50196891823566	3.77917515148644e-08	2.03942596553849e-06	1.84462580885818	1.7843025095322	1.2453862436377	1.7831479508911	3.54139538719704	2.90921089794285	4.23426643988445	3.92396940265505
Thbs1	-1.10441154864085	2.30304299104241	4.55822777107067e-05	0.000962873343384424	2.24972847652837	4.59070233135047	3.29767526076818	1.95506740005155	4.67517704940498	9.96159231015972	6.49333565719357	4.89052026319853
Pdyn	-0.627963015028345	7.27213326745391	3.85242960171385e-05	0.000842109413729064	103.752135438684	129.251542616405	154.039005761862	98.3141855225514	173.09817729951	257.215393466273	160.399870278446	159.403888318928
Btbd3	-0.62571037308865	7.10797522451873	1.50471300130642e-11	1.92909317640339e-09	102.141734268049	119.411102297745	112.746234984249	99.111228225594	157.002715953726	199.912005703625	151.728860807588	160.278868168678
Thbd	-1.04889507638512	1.30506056244843	0.000489556081201759	0.00688718662097994	1.12499982835798	1.94303251234903	1.89175521757155	1.05836070138259	2.41773941766783	5.33845004150484	2.32223747186243	2.40532518153983
Thbd.1	-1.04889507638512	1.30506056244843	0.000489556081201759	0.00688718662097994	1.12499982835798	1.94303251234903	1.89175521757155	1.05836070138259	2.41773941766783	5.33845004150484	2.32223747186243	2.40532518153983
Bmp7	-1.79353401500598	0.893222586602112	3.39500281534937e-05	0.000755265119066853	0.56261147334781	1.08917605317128	0.824569211850656	0.569620098826459	1.77479844290307	5.65104785443563	1.00906180423126	2.1642744711419
Rprm	-1.51979693012965	3.61078717296171	6.0097642790318e-08	3.0081483157545e-06	4.73879188455143	8.70576770782147	7.49320886782676	3.74700718370067	13.1300034134598	17.4679858286002	29.4094673703725	11.0655391770974
Tbr1	-0.651984809174363	4.17056565696794	2.01512564763688e-05	0.000483315292050408	13.2402408927483	10.9919711008341	18.768233213876	12.4154381241574	24.2953500456697	18.5671758583314	25.8485746306349	18.428246949486
Pax6	-0.588657647313165	2.67023561725325	0.000633640972241217	0.00846590912138531	4.49485075052067	4.02335080331465	7.06633561190607	4.22264614941721	8.12458163649601	7.7759825119855	7.64198560395094	6.25096998907594
Pax6.1	-0.588657647313165	2.67023561725325	0.000633640972241217	0.00846590912138531	4.49485075052067	4.02335080331465	7.06633561190607	4.22264614941721	8.12458163649601	7.7759825119855	7.64198560395094	6.25096998907594
Fgl2	-1.09731358034128	2.14713671860673	1.17166876806237e-09	9.86988050657418e-08	2.40834936431343	3.3402206470737	2.88640723573124	2.19411987198555	5.07306808585852	7.26137298479776	5.77879496375573	5.12834424733662
Nat8f5	-0.953691759343383	2.42966986416817	1.7121450069961e-08	1.06546321043473e-06	3.85007146401889	3.48802866057293	2.89921956924433	3.9702738086401	7.00044938851051	7.44140158694709	5.07667937213011	8.08640850310176
Nat8f5.1	-0.953691759343383	2.42966986416817	1.7121450069961e-08	1.06546321043473e-06	3.85007146401889	3.48802866057293	2.89921956924433	3.9702738086401	7.00044938851051	7.44140158694709	5.07667937213011	8.08640850310176
Slc41a3	-0.651953069196099	2.0224354155883	0.000256963904253651	0.00414230611116008	3.12877403084272	3.80681729915255	1.99679164663036	3.1617360109008	4.18732170016652	4.71881211704354	4.70711449191331	5.44451526629715
Ret	-1.09168581566748	4.23009419240552	5.4285428397767e-24	5.76887071780885e-21	11.8746613753975	9.75492337800175	14.2538150901233	11.5984163932671	28.1575581083586	25.3272608461309	23.225270180752	24.5113061203553
C1r	-0.681478329077636	3.13457070236984	3.07033059894287e-06	9.51045229246543e-05	6.41947866010612	8.38828459512392	5.30019548494537	6.3277234026962	9.25917081608086	12.4750371287967	9.53019537251849	11.2122934389942
Sema3e	-0.608226046391159	5.87585151412601	9.05684258767038e-09	6.16356060830868e-07	42.1280829487467	52.8163656280151	50.6622737037591	39.915526160328	64.7851826773179	85.1977973937717	69.0658449263553	63.8432397495467
Sema3a	-0.826701368443427	4.59680972611967	1.84259348974996e-12	3.39405720811944e-10	16.04980590947	21.5774210682293	16.3527938869858	15.2559957008577	26.9654071091585	36.2966715391746	30.4678725716996	29.1579062925237
Wnt16	-1.12001723116892	0.286854121878839	0.000224876219649966	0.00373846567324221	0.642038043368891	0.698011701835044	0.741686450777751	0.568718356144978	1.36856668676313	1.89523752410404	1.20100044405762	1.36206300224267
Grm8	-0.591675402265517	4.47060326172205	4.30117325083323e-08	2.2854118638562e-06	16.6907056771461	21.341971412952	16.3546660162175	15.7412968657433	23.6647309380568	27.4717539258198	29.6765915791445	24.9128847625205
Grm8.1	-0.591675402265517	4.47060326172205	4.30117325083323e-08	2.2854118638562e-06	16.6907056771461	21.341971412952	16.3546660162175	15.7412968657433	23.6647309380568	27.4717539258198	29.6765915791445	24.9128847625205
Gpnmb	-0.743244256965209	3.12639660749455	7.74720089915889e-08	3.76857677541831e-06	5.85903519289202	7.92104090244865	6.35680893212927	5.44040126670448	9.41991764691945	12.3130971938835	11.4394967603558	9.69439597513142
Kank4	-0.750451044210218	2.59830790557966	1.94986806147175e-05	0.000470112168747509	4.09315539508059	5.98510934801984	3.56169684680415	3.89666923261685	6.12114338322247	9.16197300296821	6.83146915585878	7.44899269328195
Lepr	-1.17524367877195	1.37597846352779	2.1462565784318e-08	1.28915367961023e-06	1.36459328411277	1.55114263449854	1.81035744787199	1.21902037207023	3.29972594938232	3.39338247229645	3.94961060869509	2.80536040751568
Eva1b	-0.700659743343925	2.11610537715755	1.71623839668352e-05	0.000422635177365113	2.96956399286296	3.02200019687285	3.78722232832012	2.92173306086507	5.23031844459737	6.11016628730023	4.46911225634484	4.88689801833788
Sulf1	-0.803852792318759	5.59696793065348	8.38832962189821e-12	1.25961710572308e-09	32.7391131963486	35.3539594149186	40.3338392931848	32.1234760926227	59.8716928775556	78.0628525572957	49.2675137005376	58.2339348977465
AABR07065173.1	-0.659883654614978	2.93168853577508	2.56490227478149e-06	8.16454491384938e-05	5.37719142661864	6.9882581456112	5.77841458829243	4.95305721577583	8.13156526461282	9.595527781502	10.6095439511201	8.17253856889578
Kcnk13	-0.875934744528703	2.32516756390475	1.04859256232515e-07	4.96106378374038e-06	3.05041660676698	4.27266895580345	3.46628561684668	2.84318061640563	5.47561922085717	7.18744368742975	6.87261112600661	5.52897310198587
AABR07063425.1	-1.71420575902466	-0.0124429117975117	1.75442907690509e-06	5.91157017010826e-05	0.480970391910956	0.3875564669858	0.168733101430652	0.485633004790237	1.28752946459742	0.998526966430781	1.20943945001366	1.60071203641853
Sstr1	-0.593803834848492	3.88921502233714	1.5681921190626e-07	7.07992618459146e-06	11.2340652597496	13.814849691327	10.5777643423745	11.0329356192898	16.0183532341869	20.416801189575	16.3112841952082	17.7815312749356
Kcnh5	-0.864006284503921	5.34155677761674	6.44111628851248e-12	9.88711350286666e-10	25.5197597825854	36.004824475234	29.3811815311782	23.5356662561712	44.9929671692612	60.7115399511526	57.0773067994834	45.5818753654721
Gsdmd	-0.742687245676702	1.80634939473286	1.92496320567993e-05	0.000465733216925887	2.48733267596081	2.40235426909145	2.72036498346167	2.35313845745201	4.26452839777652	3.8948504856506	4.65806681044778	3.8458225609829
Lgals1	-0.823261424761276	2.22213634003605	2.3416080778549e-05	0.000549224373439142	3.04979051266869	3.49103556456931	3.46375128922725	3.00280538082026	5.3932166274947	7.91184037559467	4.07953249010559	5.68719524288417
Maff	-1.24273544494187	0.112160452298812	0.000285272989631032	0.00446830652126157	0.561610679400295	0.856551818620667	0.170857995070453	0.567557631165266	0.96758627318387	1.40522047846694	1.05888457706482	1.76032838772013
Nptxr	-0.600994467214855	8.13237503428195	6.18581067758733e-13	1.27547723150551e-10	237.80886902153	218.086041624043	198.879844062777	236.548645001967	347.467509780794	293.371303901142	352.931229959941	358.355646726972
Scube1	-0.788574726220956	4.44666385088902	2.42974198898637e-08	1.4283781096956e-06	13.6451314659089	18.6233687694822	18.6285381191477	12.5052464976537	24.3893172862323	33.0648201306381	29.4389836741455	22.674609836623
Rasal3	-0.753583344610051	1.5450333841853	0.000357199691619569	0.00535799537429353	2.00610624179843	1.62365011736028	2.55030574011556	2.02773682477651	3.86047805460508	4.1271158411612	2.45716688203082	3.44432073409523
Grm2	-0.772406328975839	3.03032811431947	1.07420848000559e-09	9.27511884454828e-08	6.33696254335139	5.50100415107586	5.291488091079	6.48342457269936	10.6200650751838	9.6891843551488	8.80981333525897	11.2908328894596
Clmp	-0.781801942489015	3.80161477262693	2.46540804734134e-07	1.06524325283014e-05	8.82962797158881	13.1246025036865	10.3977794004847	8.12177347539597	14.6537072243195	21.3977364134261	18.4360239446351	15.142897834089
Exph5	-0.665819548639473	3.94731900338548	0.000122471632314709	0.00225893938641883	10.4342577827826	17.1720080971351	9.92538304032452	9.58195950831495	14.7371583955829	21.6577598810886	21.4733109834911	16.9040695629097
Ankrd34c	-0.697635913468087	2.89400712150578	1.41947506680278e-06	4.86601688533013e-05	5.13650104363847	6.99068166738766	5.20523902130213	4.79035722010907	7.81036852432621	9.75688060509818	10.0982204017439	8.25206602262865
Sned1	-1.3752834068666	2.98196583091728	3.44699834774215e-08	1.91246113148827e-06	4.17280201188855	3.9504639692266	4.78079115391672	4.37884125429735	10.864552217364	16.8945032676875	5.34295596440392	11.6930285010474
Pla2g7	-1.10001883721864	3.59034411161499	2.61385084393685e-07	1.10429203085589e-05	8.98128577848838	4.55225469607217	7.10467372542814	9.55494443538942	20.9870762877341	11.2205336054724	13.3479294207595	19.2173178723788
Ptchd4	-0.626671093043854	3.2699415356291	4.05921223793513e-08	2.17356655298736e-06	7.06194305097214	8.38062384950421	7.59249126279354	6.73598308183882	10.7856963140632	12.4048752321673	12.0767506036601	10.7350096902263
Slc9a2	-1.82104610209667	2.10012931866319	7.74409449924946e-29	3.56615551690438e-25	1.76540145981652	1.93950675499063	1.89722593850803	1.6237326201538	6.19724980718189	6.78187031049653	6.57067070398991	6.08845190060997
Nrp2	-0.902231855708097	5.64126621655951	9.4348273891847e-17	4.07319188692458e-14	32.3378867498247	40.4137579401477	34.8332927564626	31.0711060495145	58.7505373503296	80.5532415027248	57.9547006090582	61.9982145105138
Des	-0.789755512807331	1.23883758504784	0.000265153783792617	0.00422016074089286	1.44500144725981	1.54981739161775	2.05571813939544	1.38083937519925	2.81636632236637	3.22047352932073	2.70780300433178	2.40431215490288
Cited1	-0.732574630094965	1.42158733813631	0.000409231214613654	0.00598890808250808	2.08525094254358	1.62523662078749	1.65506216514646	2.18690106257	3.37853755258012	3.14542401787158	2.32081288755758	3.76244976528927
Rab40b	0.798063267896475	5.70738567454318	1.90869148750168e-14	4.88306905552514e-12	62.0247975066045	78.3317950085872	61.4305886914652	62.9370028077772	34.1265047711023	46.136242289441	33.910249458094	38.1266900057154
Ebf1	0.75176532941126	3.53052432415367	2.77922310602088e-06	8.72612891129056e-05	12.0408950604426	14.7328963580865	19.0193465690509	11.5301601073447	8.04898741031474	10.1583564458908	8.93399327383151	6.89266735569702
Sowaha	0.596845849712682	5.53221838868403	2.04699369937431e-07	9.00612036842551e-06	50.7130848851928	65.9266407606848	54.8954332323107	50.6958867343845	32.6784216843025	46.6198075352871	32.2629738707183	35.4050222400941
Drc3	0.612143489196044	2.626937840242	3.23399977046006e-06	9.90636515053343e-05	6.9814676750649	7.05310193895479	8.07919853648774	7.05713466182298	4.8279926180367	5.2076918489516	4.41000999612677	4.64613293249927
Nxph3	0.903656990281539	3.11904261138307	9.4895627904016e-07	3.44090052360625e-05	11.3925803103499	7.26283575189314	13.6736318499192	12.3196250497102	7.39634820520223	5.55164686258819	4.66348249203445	6.24681667961399
Ngfr	2.09839130527674	3.31034407011571	1.28970259841791e-24	1.78172413971434e-21	15.4862279810933	12.0732513622859	20.7537652217943	15.3301605466516	4.10209904739328	2.3390602424542	5.42629147161553	2.96615909996899
Ppp1r1b	1.08884910168087	9.47302001990826	1.31466043783964e-07	6.05401131625156e-06	795.533043125738	1480.67550623368	810.636641949404	779.84984457971	333.813984202228	657.206958704921	412.564816995232	414.35319470703
Top2a	1.71466701149003	1.12097621447152	2.78620004617564e-13	6.01427400592444e-11	2.88941446783894	2.86600661837115	3.70501458412439	3.0016533289517	0.965581843129869	1.23584812166839	0.701816918660524	0.881369823099656
Igfbp4	0.601259978229603	3.10883905597082	4.52730917388674e-07	1.79726368497831e-05	10.029893223374	9.84337827211197	10.6436673513158	10.3794731839634	6.83958942120661	7.68395729959568	5.52374238036177	6.96792712800075
Ace	1.02313207225971	5.13369197557511	9.66411570059118e-21	6.06862538198487e-18	49.7416542381044	38.430704428752	45.9821330633192	53.5065923732082	25.7435396143351	21.2862503291238	19.7737386661659	25.5472107181928
Rgs9	0.984828460761366	7.63555195230821	4.35877458132167e-16	1.5440120728451e-13	244.558552560425	330.706163428905	232.396677657251	248.568577682434	115.244957053556	165.220301212439	119.178407708182	134.084106212943
Cbr3	0.798895722241217	3.42034241253378	4.37302086696959e-12	7.03189915023106e-10	13.3992013220681	14.8949192094894	11.4932255418211	13.8651242486518	7.32451473229637	8.10616637401212	7.18949561799678	8.24865917338943
Prc1	1.45772977783717	1.3501176336055	2.68657592018818e-07	1.12811690995136e-05	2.81107769822864	5.68200404226823	2.81751211946079	2.76359518201721	0.887431598276744	1.72932430343147	1.35936097863713	1.12200457961721
