Gene	DG_logFC	CA_FC	Bo_20_4b	Bo_21_4b	Bo_22_4b	Bo_23_4b	Bo_24_4b	Bo_25_4b	Bo_14_4b	Bo_15_4b	Bo_14_5b	Bo_15_5b	Bo_22_5b	Bo_23_5b	Bo_20_5b	Bo_21_5b	Bo_24_5b	Bo_25_5b
Gpr52	Gpr52	-1.220165104	0.743594059	-0.5609826832047	-0.707988644981337	-0.659818290652742	-0.642437345353795	-1.06420193129878	-1.1137459949723	-1.08750106410287	-0.940806070480148	-0.964384133482612	-0.950156318144603	-0.950564299940594	-0.979214709259219	-0.67373666082487	-0.705685210751343	-0.624691949050559	-0.768295302889872
Adra1b	Adra1b	-1.265020724	0.627373032	-0.137554958367677	1.34457229268984	0.956276375650035	0.909420836521675	-0.86392106865014	-0.80133566888763	-0.426014515179424	0.175039022849499	-0.744457681752205	-0.814488100152104	-0.94847583605002	-0.734263965486935	-0.611507411323078	-0.603959627212546	-0.324400823055824	-0.410353008345202
Osbpl10	Osbpl10	-1.272704172	0.748069744	1.56361550990742	1.09931201828382	1.41660327060068	1.00264808744821	-1.78677838486731	-1.56355326811419	-2.48996127606398	-0.0488591549264782	-0.827169651621992	-0.626914886704113	-0.500085153097807	-0.974079160468195	1.50755129126215	0.81417809587804	1.03832115990919	1.02180203973293
Drd1	Drd1	-1.27358608	0.82557129	-0.552964616960923	-0.73071088126395	-0.693970646233225	-0.675245866798847	-0.78368398670378	-0.819441315628674	-0.808614931136723	-0.807846611934936	-0.797395710771374	-0.76265415233444	-0.803945777890712	-0.82798357452262	-0.692428816610631	-0.780994205432846	-0.610854822265804	-0.771456598905019
Parm1	Parm1	-1.348316159	0.709990275	2.20816526993249	0.538024435159099	0.95122086348882	1.40946470205252	-0.995792887582786	-1.51554938891899	-0.637202689899611	-1.1581381574622	-0.413869706694164	-0.750597933402397	-0.0671785503073914	0.0922035030699502	0.93878072614801	2.00185920979136	-0.0198149540921581	1.97637983867253
Togaram2	Togaram2	-1.391361332	1.03909087	-0.236020231388334	-1.04748682356451	-0.911542056467606	-0.845411471638774	-1.18030901770998	-1.35937333886224	-1.31574835693778	-1.16185062839494	-0.915871974613166	-0.83192562653927	-1.15774247095854	-1.08490610739608	-0.48360110603477	-0.91485182080543	0.114585870782408	-0.441818342107219
Efnb2	Efnb2	-1.416115805	0.731379162	-0.086034792052027	0.0842315428338591	0.102978758861184	0.264571293037396	-1.33997797228018	-1.44997297933942	-0.99105910375779	-1.06945931772588	-0.858388247382983	-0.848926975537369	-0.398102632790894	-0.768275167395512	0.327267976427904	0.376541595759349	-0.468846644058182	0.300983356869751
Kcnt1	Kcnt1	-1.423073348	0.65330094	-0.461794114306079	-0.0969213920344768	-0.118760778029769	-0.14103367657747	-1.42995192419394	-1.40253249511537	-1.36556163886065	-0.973891339753894	-1.09840884499366	-1.12521031311343	-1.17429883835401	-1.10260660144037	-0.703866780894348	-0.688664679877846	-0.503471665926706	-0.723223818804912
Tox	Tox	-1.42955998	0.640636617	1.89419457848669	1.07463768546452	1.34521390026852	1.52663878519216	-1.42127428681173	-1.81456015716312	-1.37667154238825	-0.25873552313478	-0.837722799852273	-0.865410456094965	-0.220639613583138	-0.644065152927795	0.667336893862502	1.3445026116523	0.232283687997532	0.0401257926325391
Camk2d	Camk2d	-1.43170115	0.948948263	0.614965407878537	-0.428867496933249	-0.140909935360523	0.0605501753459242	-1.66272298562095	-1.91553612532435	-1.6498600135433	-1.58638244691969	-0.942126014316957	-1.01342457791714	-1.096522941586	-0.944025757153598	0.504169506347925	0.400187348899239	0.742664612928846	0.739815493807097
Grm8	Grm8	-1.464816947	0.729357703	1.92789525931767	0.359026071892938	0.696420356582336	1.04081418605394	-1.61758897514721	-2.19193192602181	-1.48806927043879	-0.132389280963771	-0.803801613701575	-0.309999045496445	-0.979125952681021	-1.28900452283682	0.789829278529127	-0.60606839030197	1.67019882453269	-0.0974968479167277
Gucy1a1	Gucy1a1	-1.470196537	0.651754491	-0.729285118642822	-0.302711975509321	-0.35345246486142	-0.408870774416772	-1.14602170866638	-0.946872643243346	-1.11043431197359	-1.07533010080878	-0.945590357881308	-0.965463526776013	-1.12682751600807	-0.994328478639575	-0.871601668729077	-0.929077624599774	-0.470130581052691	-0.833475946777048
Cited1	Cited1	-1.525141157	0.893822811	0.331076259558233	0.248258317700606	0.331841866105812	0.722205802552562	-1.56987843814661	-1.80220104565832	-0.849811043831577	-1.57938786350952	-1.34315506903772	-1.55867893446676	-1.01187557596818	-0.98846075679792	-0.338100811719809	0.554207022229834	-0.945530029898492	0.0888805741930261
Scarf2	Scarf2	-1.525855269	0.61525995	2.35303834208573	0.090859156867334	0.550321420070822	1.0714733976367	-1.10215864157099	-1.67990381950218	-0.825283909921706	-1.31559135024521	-1.2436183638244	-1.0853343903403	-1.28536853008224	-1.39802554915674	-0.558291544833786	-0.842910211228226	0.0689868414129479	-1.08471387576212
Baiap3	Baiap3	-1.554174085	1.646521563	-0.241859322015786	-0.637865887058338	-0.520617556921595	-0.370026686591798	-1.20989539890179	-1.31269674968586	-1.06892195099608	-1.27510786253001	-1.11972099897375	-1.09051864174505	-1.11424146955147	-1.15241752766043	-0.10407991398515	-0.109826832076558	0.600375071958318	-0.61859604158309
Tac1	Tac1	-1.579500052	0.927478976	-0.4879571690534	-0.741331042598185	-0.678733592354382	-0.683668497256739	-0.858338241416325	-0.841643727313103	-0.93150459843669	-0.889623069438849	-0.861966591914738	-0.86972515857935	-0.843280317989459	-0.848806146272923	-0.737705865199213	-0.693179968067706	-0.746257730008404	-0.754133345178783
Crhr2	Crhr2	-1.626238196	1.904922222	1.39168253729188	0.309559242128897	0.612599921342629	0.967056365220192	-0.823567728117355	-1.0580639680673	-0.520598523430297	-1.01152774682767	-1.25010517058828	-1.30101743831077	-1.12494607425447	-1.14510418718139	0.0489849058305234	0.54095899552264	-0.406511105767714	0.0799552009920517
Prph	Prph	-1.631219802	0.907013957	2.70063445550575	-0.556245583456952	-0.0355700986315816	0.328815598904799	-1.28882517529118	-1.9536243570853	-1.43614686540121	-0.785541669373482	-1.08004873825155	-0.974489608259763	-0.620270625543449	-1.04150356974365	0.618743879689576	0.541201571472726	0.00288883537638263	0.0339775657527851
Crhr1	Crhr1	-1.677486848	0.724548458	0.543778267001367	1.88730370641232	1.68347442252076	2.01112952240921	-1.68651874256627	-1.71877256219381	-0.836572388658317	-1.15232180992466	-0.775892522030118	-0.944699689471649	-1.26310581631324	-0.744116933838732	-0.118553050872857	0.0243591893860015	0.928628712535221	0.112704127306116
Klhdc8a	Klhdc8a	-1.750326593	0.893258639	0.811701982687481	-0.940749489065213	-0.665573166933547	-0.477147381359843	-1.13640709671492	-1.43383210522395	-1.26921896260622	-1.30745028336505	-1.2086423970372	-1.07015016369904	-1.01142163801781	-1.28572019176242	-0.388825198028751	-0.81138863676725	-0.691928511437595	-0.766955751867837
Il1rapl2	Il1rapl2	-1.755774977	0.719628508	1.13341443038398	1.12832822820804	1.33202878781038	1.48097211733155	-1.7840185992138	-1.81250507455112	-1.58377347319623	-1.36391787192479	-1.01139389146598	-1.16759121605887	-1.30814608706455	-0.907314941288074	-0.353139143196189	0.288369008647133	1.00460232073985	-0.740046350246307
Klf5	Klf5	-1.765299228	0.798282475	0.453077162747474	0.784486202467913	0.80266612455963	1.25144259433599	-1.58244215585036	-1.77916976548528	-0.812171371556284	-1.29678571981272	-0.99069145528149	-1.16406201933132	-1.09750616627725	-0.830240175579476	-0.323098221967859	0.212583161470724	0.000438175353847815	-0.228758302790436
Tpbg	Tpbg	-1.773260401	1.252414966	2.0968201014171	-0.316816785566968	0.127582313997411	0.488031699150051	-1.31131059055534	-1.79351478819525	-1.34248655223713	-1.11778903093042	-0.947105893263977	-0.938408793357998	-0.186906101665254	-0.782626175632085	1.7401391859752	2.18251781606574	0.325139299658941	1.29084553029726
AABR07068587.1	AABR07068587.1	-1.870216799	0.843310068	0.299506969607131	2.06447245951905	1.83829760090596	1.4109480527899	-1.747840611447	-1.45731503237448	-1.84071155974046	-0.272664649639393	-1.19920980647937	-1.50301837990291	-1.32669060583422	-0.779122261227462	-0.737471890020207	0.332663448465592	-0.740431578664899	-0.0358603777490073
Sema3a	Sema3a	-1.884831102	1.344100991	-0.107463362762426	0.693391011379812	0.535992197709565	0.631106366438143	-1.18525842496971	-1.25981660851541	-0.915307706406861	-0.443036567551128	-0.663918194729162	-0.753213304698039	-0.993102213705245	-0.692808759367525	-0.108735624113468	0.0456501989702933	1.52278082341515	-0.190115095140062
Tshz2	Tshz2	-1.950879021	0.844736107	3.10418628983814	0.441769692146147	0.911039007425412	1.94247329338567	-0.949808217109396	-1.44895497556535	0.12023850717534	-1.06386891041919	-0.745332580584096	-0.585145667472568	-0.484340353866538	-0.838621303583212	0.38382631864779	0.117047880714329	0.454577006619243	-0.386421731072506
Rgs4	Rgs4	-1.997651645	1.012332101	1.32579723623979	0.521304659349748	0.854881727609516	1.01058810643012	-1.77804274949237	-1.91797592707726	-1.79694718717173	-1.32683512361669	-1.23466685916887	-1.27613821225774	-1.19153380687631	-1.20197937638102	0.201162696344177	0.165069237932732	0.0450402370209784	0.327408681690849
Kcnf1	Kcnf1	-2.00541736	1.038833782	2.13042669829558	-0.37009789362418	0.0473400214909248	0.822027374823421	-1.866950330469	-2.33344757957866	-1.31704321522228	-1.29888849877992	-1.2176293750271	-1.05260466414943	-0.283385000329827	-1.19052311494696	1.3969138787136	1.21800787202251	0.0150487901363241	0.315499385632205
Pappa2	Pappa2	-2.090454545	1.288381658	3.78469846356574	-0.391181124379581	-0.0423972386310802	0.225996137173568	-0.194102173501118	-0.756027151807341	-0.484837480521403	-0.412778122333946	-0.163319214971183	-0.028078347425622	0.407720963815317	-0.182085760547558	1.89166140791959	1.22267153150903	0.487276551043672	1.61462026819682
Tmem91	Tmem91	-2.149318498	0.757242309	0.143538145953442	-0.850494816305761	-0.662733515719768	-0.537775415140825	-1.22921407951912	-1.36271367091802	-1.28140201083287	-1.22480207973125	-1.10621384635259	-1.00531833510884	-1.05672793497129	-1.18179715846356	-0.675004700269513	-0.927229585147922	-0.604276672488957	-0.952456860538329
Slc6a5	Slc6a5	-2.162925154	1.741711286	2.97190621778179	-0.832829955040349	-0.457837276338972	0.353202121148405	-1.16897722021411	-1.64628700754201	-0.382316872283699	-1.44452627562142	-1.17471641864064	-1.1969986890384	-0.725571178727187	-1.02385188631832	0.679175708248706	1.39432368841425	-0.253117462046406	0.297786057564876
Ntsr1	Ntsr1	-2.243973966	1.130739469	1.21004317464842	-0.633055188271951	-0.312932971728657	0.0383834494313798	-1.01991525597341	-1.26750610095998	-0.876769784451536	-1.2353887407907	-0.918730534150732	-0.798646292667236	-0.415033280423773	-0.931743954600661	0.362443227261267	0.280535446471048	-0.108364325448307	-0.545928243778548
Efna5	Efna5	-2.245643261	0.708383158	0.852752850164225	2.68201623179867	2.49836609660071	2.15621743575101	-1.33734402237409	-1.06539461366906	-1.3365719008806	-0.419380948071981	-0.988126089844467	-1.16087472965356	-0.930455149520308	-0.780767009665996	-0.548976970909683	-0.014444489650345	-0.737018338537654	-0.22931985910175
Dlk1	Dlk1	-2.369427919	2.080685514	-0.582730500651068	-0.687610238005575	-0.649791447838354	-0.523911933127859	-0.948098369563102	-0.977761375958862	-0.790341069549684	-0.970995954545049	-0.837575836727868	-0.841033565984232	-0.918124552401077	-0.856513703951088	-0.626791990760593	-0.569995416883401	0.450607140568598	-0.783691321788085
Klhl1	Klhl1	-2.436354575	1.392223069	-0.0597296777608597	-0.141185245505659	-0.0594096987186977	-0.101799630121192	-1.05994428118219	-1.01753676214759	-1.14027787033952	-0.862740044699891	-0.942424580741423	-0.93567208137442	-0.939312360188633	-0.911054575539247	-0.484365189047781	-0.384219005036318	-0.295120863429395	-0.543633148107679
Gli1	Gli1	-2.498037168	0.9496088	1.29570486131747	-0.236846021476403	0.122765742169225	0.526245086947626	-1.35542510735066	-1.53232785124093	-1.20082300780375	-1.41057326928017	-1.20797229917615	-1.29827682334281	-1.12486488151783	-1.09933579723978	-0.722739842136218	-0.3440378833206	-0.853963556599978	-0.59091612785215
Tacr3	Tacr3	-2.505165463	1.015029918	2.8841341865549	0.411009984417409	0.889123749796772	1.2637567359433	-0.952972199208097	-1.2375330932427	-0.971423447417416	-0.542403884962873	-0.259518667064089	-0.405635162011588	0.326113407120228	0.0777035951373773	1.23020863739149	2.52236566358679	0.426400215738657	1.16051458182771
Ecel1	Ecel1	-2.608732655	2.397971201	-0.466579367198446	-0.854040574858734	-0.78925301290327	-0.75962169874888	-0.933161961475555	-0.958679113572362	-0.963373687794067	-0.957384796611142	-0.931751789651736	-0.925766452452524	-0.933172406020083	-0.93766370738814	-0.683599424844213	-0.681165349749335	-0.387496650869374	-0.832227466394802
Vwc2l	Vwc2l	-2.610530812	1.013799489	2.6576413390915	-0.174613861670197	0.31263863270091	0.830713504988792	-1.31409916046792	-1.62401863925104	-1.23539743748456	-1.1843147588245	-1.01122535954916	-0.874198341086129	-1.09997735836394	-1.18155972964757	-0.137314503628819	-0.73993118792035	0.194629230836356	-0.397138652163515
